1962.61612903226,2689.32580645161
2026.03806451613,2499.06
2026.03806451613,2499.06
2089.46,2308.79419354839
2089.46,2292.93870967742
2221.58903225806,2018.11032258065
1936.19032258064,1827.84451612903
1603.22516129032,1516.02
1502.80709677419,1600.58258064516
1370.67806451613,1653.43419354839
1365.39290322581,1711.57096774194
1370.67806451613,1753.85225806452
1291.40064516129,1774.99290322581
1217.40838709677,1806.70387096774
1185.69741935484,1843.7
1217.40838709677,1885.98129032258
1190.98258064516,1938.83290322581
1143.41612903226,1970.54387096774
1090.56451612903,2007.54
1270.26,2176.66516129032
1338.96709677419,2277.08322580645
1481.6664516129,2409.21225806452
1539.80322580645,2462.06387096774
1650.79161290323,2536.05612903226
1756.49483870968,2615.3335483871
1862.19806451613,2668.18516129032
